2014-08-10	1	5	f1f3_20	2014-08-10 11:17:58	19014409509679630	268672935	107	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:05	19014409509679630	268672935	168	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:31	19014409509679630	268672935	230	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:46	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:08	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:18	19014409509679630	268672935	408	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:23	19014409509679630	268672935	410	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:27	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:54	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:51:16	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:17:58	19014409509679630	268672935	107	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:05	19014409509679630	268672935	168	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:31	19014409509679630	268672935	230	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:46	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:08	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:18	19014409509679630	268672935	408	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:23	19014409509679630	268672935	410	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:27	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:54	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:51:16	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:17:58	19014409509679630	268672935	107	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:05	19014409509679630	268672935	168	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:31	19014409509679630	268672935	230	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:46	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:08	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:18	19014409509679630	268672935	408	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:23	19014409509679630	268672935	410	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:27	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:54	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:51:16	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:17:58	19014409509679630	268672935	107	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:05	19014409509679630	268672935	168	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:31	19014409509679630	268672935	230	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:46	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:08	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:18	19014409509679630	268672935	408	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:23	19014409509679630	268672935	410	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:27	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:54	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:51:16	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:17:58	19014409509679630	268672935	107	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:05	19014409509679630	268672935	168	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:31	19014409509679630	268672935	230	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:46	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:08	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:18	19014409509679630	268672935	408	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:23	19014409509679630	268672935	410	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:27	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:54	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:51:16	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:17:58	19014409509679630	268672935	107	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:19:05	19014409509679630	268672935	168	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:23:31	19014409509679630	268672935	230	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:29:46	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:30:08	19014409509679630	268672935	468	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:18	19014409509679630	268672935	408	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:43:23	19014409509679630	268672935	410	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:27	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:49:54	19014409509679630	268672935	348	培尔贝瑞
2014-08-10	1	5	f1f3_20	2014-08-10 11:51:16	19014409509679630	268672935	348	培尔贝瑞
